movieId,title,genres,actors,rating
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,Christopher Nolan,8.6
1217,Ran (1985),Drama|War,"Brad Pitt, Denzel Washington",7.2
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,Martin Scorsese,9.7
1219,Psycho (1960),Crime|Horror,"Al Pacino, Jennifer Lawrence",5.3
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,"Al Pacino, Tom Cruise, Morgan Freeman",4.1
1221,"Godfather: Part II, The (1974)",Crime|Drama,Robert De Niro,3.7
1222,Full Metal Jacket (1987),Drama|War,Denzel Washington,9.0
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,"Audrey Hepburn, Steven Spielberg",7.9
1224,Henry V (1989),Action|Drama|Romance|War,"Johnny Depp, Meryl Streep, Brad Pitt",7.2
1225,Amadeus (1984),Drama,Angelina Jolie,9.7
1226,"Quiet Man, The (1952)",Drama|Romance,Tom Cruise,7.4
1227,Once Upon a Time in America (1984),Crime|Drama,"Meryl Streep, Morgan Freeman",8.4
1228,Raging Bull (1980),Drama,"Steven Spielberg, Meryl Streep, Jennifer Lawrence",6.1
1230,Annie Hall (1977),Comedy|Romance,"Johnny Depp, Robert De Niro, Christopher Nolan",5.4
1231,"Right Stuff, The (1983)",Drama,Johnny Depp,9.3
1232,Stalker (1979),Drama|Mystery|Sci-Fi,"Johnny Depp, Robert De Niro, Jennifer Lawrence",6.3
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,Leonardo DiCaprio,4.7
1234,"Sting, The (1973)",Comedy|Crime,"Denzel Washington, Scarlett Johansson",8.2
1235,Harold and Maude (1971),Comedy|Drama|Romance,"Tom Hanks, Morgan Freeman, Brad Pitt",5.8
1236,Trust (1990),Comedy|Drama|Romance,Angelina Jolie,5.5
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,Christopher Nolan,5.1
1238,Local Hero (1983),Comedy,Clint Eastwood,5.3
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,"Robert De Niro, Martin Scorsese",3.9
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,Tom Hanks,6.5
1242,Glory (1989),Drama|War,Leonardo DiCaprio,5.3
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,"Jack Nicholson, Johnny Depp, Angelina Jolie",3.8
1244,Manhattan (1979),Comedy|Drama|Romance,"Martin Scorsese, Meryl Streep, Clint Eastwood",6.1
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,Morgan Freeman,7.2
1246,Dead Poets Society (1989),Drama,Steven Spielberg,4.1
1247,"Graduate, The (1967)",Comedy|Drama|Romance,Martin Scorsese,4.3
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,Brad Pitt,8.6
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,"Christopher Nolan, Scarlett Johansson",6.9
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,Leonardo DiCaprio,8.2
1251,8 1/2 (8½) (1963),Drama|Fantasy,"Leonardo DiCaprio, Meryl Streep",3.8
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,Johnny Depp,8.0
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,"Meryl Streep, Jack Nicholson",7.1
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,"Tom Cruise, Denzel Washington",4.7
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,"Jack Nicholson, Leonardo DiCaprio, Jennifer Lawrence",8.3
1256,Duck Soup (1933),Comedy|Musical|War,Jack Nicholson,4.4
1257,Better Off Dead... (1985),Comedy|Romance,"Tom Cruise, Morgan Freeman, Angelina Jolie",3.9
1258,"Shining, The (1980)",Horror,"Angelina Jolie, Martin Scorsese, Jennifer Lawrence",7.9
1259,Stand by Me (1986),Adventure|Drama,"Denzel Washington, Morgan Freeman, Audrey Hepburn",9.8
1260,M (1931),Crime|Film-Noir|Thriller,"Christopher Nolan, Steven Spielberg",7.3
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,"Brad Pitt, Tom Cruise, Tom Hanks",9.6
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,"Leonardo DiCaprio, Morgan Freeman, Tom Hanks",3.5
1263,"Deer Hunter, The (1978)",Drama|War,Johnny Depp,9.1
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,"Morgan Freeman, Leonardo DiCaprio, Audrey Hepburn",7.3
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,"Emma Watson, Meryl Streep",7.7
1266,Unforgiven (1992),Drama|Western,"Tom Cruise, Jennifer Lawrence, Martin Scorsese",5.1
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,Christopher Nolan,9.2
1268,Pump Up the Volume (1990),Comedy|Drama,"Leonardo DiCaprio, Meryl Streep",5.3
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,"Denzel Washington, Jennifer Lawrence",4.6
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,"Steven Spielberg, Meryl Streep",9.9
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,"Audrey Hepburn, Jennifer Lawrence",4.1
1272,Patton (1970),Drama|War,Clint Eastwood,6.5
1273,Down by Law (1986),Comedy|Drama|Film-Noir,Audrey Hepburn,4.1
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,Audrey Hepburn,7.9
1275,Highlander (1986),Action|Adventure|Fantasy,"Morgan Freeman, Emma Watson",5.8
1276,Cool Hand Luke (1967),Drama,Jack Nicholson,9.1
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,"Denzel Washington, Tom Cruise",5.0
1278,Young Frankenstein (1974),Comedy|Fantasy,"Johnny Depp, Meryl Streep",3.3
1279,Night on Earth (1991),Comedy|Drama,Tom Hanks,8.5
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,"Robert De Niro, Morgan Freeman",9.3
1281,"Great Dictator, The (1940)",Comedy|Drama|War,"Brad Pitt, Al Pacino",8.5
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,"Brad Pitt, Martin Scorsese",4.9
1283,High Noon (1952),Drama|Western,"Martin Scorsese, Scarlett Johansson",7.8
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,"Christopher Nolan, Denzel Washington, Jack Nicholson",9.6
1285,Heathers (1989),Comedy,Clint Eastwood,7.8
1286,Somewhere in Time (1980),Drama|Romance,Emma Watson,4.0
1287,Ben-Hur (1959),Action|Adventure|Drama,"Emma Watson, Tom Cruise",6.3
1288,This Is Spinal Tap (1984),Comedy,"Jennifer Lawrence, Robert De Niro",7.6
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,"Robert De Niro, Meryl Streep",5.7
1290,Some Kind of Wonderful (1987),Drama|Romance,"Brad Pitt, Clint Eastwood",6.6
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,"Scarlett Johansson, Leonardo DiCaprio",7.4
1292,Being There (1979),Comedy|Drama,"Audrey Hepburn, Clint Eastwood",9.5
1293,Gandhi (1982),Drama,Meryl Streep,9.0
1295,"Unbearable Lightness of Being, The (1988)",Drama,Denzel Washington,4.0
1296,"Room with a View, A (1986)",Drama|Romance,"Morgan Freeman, Jack Nicholson, Tom Cruise",4.8
1297,Real Genius (1985),Comedy,"Brad Pitt, Tom Cruise, Leonardo DiCaprio",8.6
1298,Pink Floyd: The Wall (1982),Drama|Musical,"Clint Eastwood, Leonardo DiCaprio",9.0
1299,"Killing Fields, The (1984)",Drama|War,"Christopher Nolan, Emma Watson, Angelina Jolie",9.0
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,Emma Watson,8.6
1301,Forbidden Planet (1956),Drama|Sci-Fi,"Morgan Freeman, Scarlett Johansson, Audrey Hepburn",9.4
1302,Field of Dreams (1989),Children|Drama|Fantasy,"Morgan Freeman, Tom Cruise, Clint Eastwood",6.2
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,Tom Cruise,5.0
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,Al Pacino,5.5
1305,"Paris, Texas (1984)",Drama|Romance,"Robert De Niro, Steven Spielberg",8.7
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,"Steven Spielberg, Tom Cruise",3.1
1307,When Harry Met Sally... (1989),Comedy|Romance,Jennifer Lawrence,7.0
1308,I Shot a Man in Vegas (1995),Comedy,"Brad Pitt, Al Pacino",7.2
1309,Parallel Sons (1995),Drama|Romance,"Tom Cruise, Jack Nicholson, Brad Pitt",4.0
1310,Hype! (1996),Documentary,Tom Cruise,4.2
1311,Santa with Muscles (1996),Comedy,"Clint Eastwood, Scarlett Johansson, Emma Watson",7.3
1312,Female Perversions (1996),Drama,"Brad Pitt, Robert De Niro, Scarlett Johansson",3.2
1313,Mad Dog Time (1996),Crime,Martin Scorsese,8.0
1314,Breathing Room (1996),Romance,"Brad Pitt, Johnny Depp",4.7
1315,Paris Was a Woman (1995),Documentary,"Audrey Hepburn, Tom Hanks",8.7
1316,Anna (1996),Drama,"Jack Nicholson, Martin Scorsese",4.5
1317,I'm Not Rappaport (1996),Comedy,"Denzel Washington, Johnny Depp, Robert De Niro",5.8
1318,Blue Juice (1995),Comedy|Drama,"Martin Scorsese, Morgan Freeman",5.7
1319,Kids of Survival (1996),Documentary,Tom Cruise,5.4
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,Johnny Depp,9.3
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,"Audrey Hepburn, Al Pacino",8.2
1322,Amityville 1992: It's About Time (1992),Horror,"Leonardo DiCaprio, Robert De Niro, Morgan Freeman",9.3
1323,Amityville 3-D (1983),Horror,"Meryl Streep, Audrey Hepburn, Tom Hanks",5.2
1324,Amityville: Dollhouse (1996),Horror,"Audrey Hepburn, Leonardo DiCaprio",7.5
1325,Amityville: A New Generation (1993),Horror,Meryl Streep,4.1
1326,Amityville II: The Possession (1982),Horror,"Jack Nicholson, Clint Eastwood, Brad Pitt",6.4
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,Martin Scorsese,8.9
1328,"Amityville Curse, The (1990)",Horror,"Scarlett Johansson, Tom Cruise",9.2
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,"Emma Watson, Christopher Nolan",9.9
1330,April Fool's Day (1986),Horror,"Tom Hanks, Johnny Depp, Al Pacino",3.7
1331,Audrey Rose (1977),Horror,Emma Watson,3.2
1332,"Believers, The (1987)",Horror|Thriller,"Jack Nicholson, Morgan Freeman",7.2
1333,"Birds, The (1963)",Horror|Thriller,"Clint Eastwood, Morgan Freeman, Christopher Nolan",8.3
1334,"Blob, The (1958)",Horror|Sci-Fi,"Leonardo DiCaprio, Brad Pitt, Tom Cruise",3.1
1335,Blood Beach (1981),Horror|Mystery,"Denzel Washington, Al Pacino",9.7
1336,Body Parts (1991),Horror|Thriller,"Angelina Jolie, Robert De Niro",6.9
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,Meryl Streep,4.5
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,Tom Hanks,4.5
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,Steven Spielberg,9.6
1341,Burnt Offerings (1976),Horror,"Steven Spielberg, Leonardo DiCaprio",3.3
1342,Candyman (1992),Horror|Thriller,"Clint Eastwood, Morgan Freeman, Steven Spielberg",4.6
1343,Cape Fear (1991),Thriller,Jack Nicholson,3.4
1344,Cape Fear (1962),Crime|Drama|Thriller,Scarlett Johansson,7.3
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,"Christopher Nolan, Johnny Depp",4.3
1346,Cat People (1982),Drama|Fantasy|Horror,Christopher Nolan,4.5
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,"Martin Scorsese, Denzel Washington",9.3
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,"Angelina Jolie, Denzel Washington, Tom Cruise",8.7
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,"Meryl Streep, Jennifer Lawrence, Denzel Washington",6.0
1350,"Omen, The (1976)",Horror|Mystery|Thriller,"Meryl Streep, Brad Pitt",8.7
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,Morgan Freeman,3.1
1352,Albino Alligator (1996),Crime|Thriller,"Robert De Niro, Leonardo DiCaprio, Johnny Depp",9.5
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,"Leonardo DiCaprio, Martin Scorsese",6.8
1354,Breaking the Waves (1996),Drama|Mystery,Steven Spielberg,5.4
1355,Nightwatch (1997),Horror|Thriller,Christopher Nolan,5.5
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,"Johnny Depp, Denzel Washington, Tom Hanks",3.5
1357,Shine (1996),Drama|Romance,"Emma Watson, Johnny Depp, Meryl Streep",6.9
1358,Sling Blade (1996),Drama,"Denzel Washington, Christopher Nolan, Clint Eastwood",6.0
1359,Jingle All the Way (1996),Children|Comedy,Audrey Hepburn,8.1
1360,Identification of a Woman (Identificazione di una donna) (1982),Drama,"Jennifer Lawrence, Tom Cruise, Leonardo DiCaprio",8.1
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,"Tom Cruise, Morgan Freeman",6.7
1363,"Preacher's Wife, The (1996)",Drama,"Brad Pitt, Jack Nicholson, Martin Scorsese",5.3
1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),Drama,Tom Hanks,4.9
1365,Ridicule (1996),Drama,"Robert De Niro, Al Pacino",4.1
1366,"Crucible, The (1996)",Drama,"Meryl Streep, Jack Nicholson, Morgan Freeman",4.7
1367,101 Dalmatians (1996),Adventure|Children|Comedy,"Robert De Niro, Martin Scorsese",6.9
1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama,"Leonardo DiCaprio, Denzel Washington, Al Pacino",3.2
1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller,"Clint Eastwood, Angelina Jolie",3.7
1370,Die Hard 2 (1990),Action|Adventure|Thriller,"Steven Spielberg, Brad Pitt, Martin Scorsese",8.7
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,Martin Scorsese,8.7
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,Al Pacino,5.8
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,"Angelina Jolie, Scarlett Johansson, Robert De Niro",8.0
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,"Emma Watson, Denzel Washington, Jack Nicholson",3.7
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,"Audrey Hepburn, Tom Cruise",6.4
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,Audrey Hepburn,4.7
1377,Batman Returns (1992),Action|Crime,"Scarlett Johansson, Denzel Washington, Al Pacino",9.2
1378,Young Guns (1988),Action|Comedy|Western,"Brad Pitt, Christopher Nolan",6.6
1379,Young Guns II (1990),Action|Western,Al Pacino,6.6
1380,Grease (1978),Comedy|Musical|Romance,"Denzel Washington, Leonardo DiCaprio",9.2
1381,Grease 2 (1982),Comedy|Musical|Romance,"Jennifer Lawrence, Robert De Niro",3.6
1382,Marked for Death (1990),Action|Drama,"Jennifer Lawrence, Morgan Freeman",7.6
1383,Adrenalin: Fear the Rush (1996),Action|Sci-Fi,Clint Eastwood,6.6
1384,"Substance of Fire, The (1996)",Drama,Robert De Niro,9.7
1385,Under Siege (1992),Action|Drama|Thriller,"Leonardo DiCaprio, Al Pacino",5.5
1386,Terror in a Texas Town (1958),Western,"Morgan Freeman, Audrey Hepburn",6.9
1387,Jaws (1975),Action|Horror,"Morgan Freeman, Steven Spielberg",7.8
1388,Jaws 2 (1978),Horror|Thriller,Emma Watson,5.9
1389,Jaws 3-D (1983),Action|Horror,"Al Pacino, Clint Eastwood, Angelina Jolie",6.1
1390,My Fellow Americans (1996),Comedy,"Clint Eastwood, Angelina Jolie, Denzel Washington",7.9
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,"Morgan Freeman, Jack Nicholson, Johnny Depp",8.4
1392,Citizen Ruth (1996),Comedy|Drama,Steven Spielberg,7.4
1393,Jerry Maguire (1996),Drama|Romance,"Christopher Nolan, Johnny Depp",5.8
1394,Raising Arizona (1987),Comedy,"Emma Watson, Denzel Washington, Brad Pitt",8.2
1395,Tin Men (1987),Comedy|Drama,Clint Eastwood,8.5
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,"Christopher Nolan, Jennifer Lawrence",5.5
1397,Bastard Out of Carolina (1996),Drama,Leonardo DiCaprio,4.8
1398,In Love and War (1996),Romance|War,"Al Pacino, Meryl Streep",7.7
1399,Marvin's Room (1996),Drama,Al Pacino,3.4
1400,Somebody is Waiting (1996),Drama,"Leonardo DiCaprio, Emma Watson, Clint Eastwood",4.0
1401,Ghosts of Mississippi (1996),Drama,"Leonardo DiCaprio, Steven Spielberg, Martin Scorsese",7.0
1404,Night Falls on Manhattan (1996),Crime|Drama,Jennifer Lawrence,5.0
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,"Steven Spielberg, Al Pacino, Jennifer Lawrence",8.1
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,Meryl Streep,8.5
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,"Martin Scorsese, Al Pacino, Brad Pitt",8.4
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,"Al Pacino, Jack Nicholson",9.2
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,"Denzel Washington, Jack Nicholson, Morgan Freeman",5.2
1410,"Evening Star, The (1996)",Comedy|Drama,Jack Nicholson,8.5
1411,Hamlet (1996),Crime|Drama|Romance,Brad Pitt,5.2
1412,Some Mother's Son (1996),Drama,Robert De Niro,7.1
1413,"Whole Wide World, The (1996)",Drama,"Jack Nicholson, Al Pacino, Robert De Niro",8.7
1414,Mother (1996),Comedy,"Jack Nicholson, Tom Cruise",3.9
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,"Tom Hanks, Jennifer Lawrence",6.5
1416,Evita (1996),Drama|Musical,"Clint Eastwood, Meryl Streep",9.1
1417,"Portrait of a Lady, The (1996)",Drama,Tom Hanks,3.4
1419,Walkabout (1971),Adventure|Drama,"Clint Eastwood, Morgan Freeman, Audrey Hepburn",4.6
1420,Message to Love: The Isle of Wight Festival (1996),Documentary,Al Pacino,5.5
1421,Grateful Dead (1995),Documentary,"Martin Scorsese, Christopher Nolan",9.2
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,"Morgan Freeman, Audrey Hepburn, Christopher Nolan",8.2
1423,Hearts and Minds (1996),Drama,Clint Eastwood,6.1
1424,Inside (1996),Action,"Tom Hanks, Al Pacino",5.4
1425,Fierce Creatures (1997),Comedy,"Jennifer Lawrence, Johnny Depp",9.9
1426,Zeus and Roxanne (1997),Children,"Steven Spielberg, Al Pacino, Emma Watson",6.1
1427,Turbulence (1997),Action|Thriller,"Johnny Depp, Emma Watson",4.7
1428,Angel Baby (1995),Drama,"Christopher Nolan, Robert De Niro, Audrey Hepburn",7.3
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,"Al Pacino, Johnny Depp",7.6
1430,Underworld (1996),Comedy|Thriller,Jack Nicholson,3.5
1431,Beverly Hills Ninja (1997),Action|Comedy,"Scarlett Johansson, Angelina Jolie",6.4
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller,"Jennifer Lawrence, Tom Hanks",4.2
1433,The Machine (1994),Horror|Sci-Fi|Thriller,"Tom Cruise, Martin Scorsese, Angelina Jolie",4.9
1434,"Stranger, The (1994)",Action,Johnny Depp,5.1
1436,Falling in Love Again (1980),Comedy,Jennifer Lawrence,4.3
1437,"Cement Garden, The (1993)",Drama,Jack Nicholson,8.1
1438,Dante's Peak (1997),Action|Thriller,"Jennifer Lawrence, Leonardo DiCaprio, Audrey Hepburn",9.6
1439,Meet Wally Sparks (1997),Comedy,"Clint Eastwood, Scarlett Johansson, Martin Scorsese",9.6
1440,Amos & Andrew (1993),Comedy,Clint Eastwood,4.4
1441,Benny & Joon (1993),Comedy|Romance,"Denzel Washington, Tom Hanks, Robert De Niro",9.1
1442,Prefontaine (1997),Drama,Angelina Jolie,9.9
1443,"Tickle in the Heart, A (1996)",Documentary,Robert De Niro,8.3
1444,Guantanamera (1994),Comedy,"Martin Scorsese, Jack Nicholson, Meryl Streep",9.2
1445,McHale's Navy (1997),Comedy|War,Tom Cruise,9.2
1446,Kolya (Kolja) (1996),Comedy|Drama,"Leonardo DiCaprio, Tom Cruise",4.9
1447,Gridlock'd (1997),Crime,"Meryl Streep, Steven Spielberg, Tom Cruise",3.7
1448,Fire on the Mountain (1996),Documentary,Meryl Streep,7.7
1449,Waiting for Guffman (1996),Comedy,"Johnny Depp, Audrey Hepburn",9.0
1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),War,"Tom Cruise, Martin Scorsese, Denzel Washington",9.9
1453,"Beautician and the Beast, The (1997)",Comedy|Romance,Clint Eastwood,8.2
1454,SubUrbia (1997),Comedy|Drama,Johnny Depp,6.4
1455,Hotel de Love (1996),Comedy|Romance,"Brad Pitt, Clint Eastwood, Angelina Jolie",6.5
1456,"Pest, The (1997)",Comedy,Meryl Streep,7.3
1457,Fools Rush In (1997),Comedy|Drama|Romance,"Robert De Niro, Jennifer Lawrence",4.2
1458,Touch (1997),Drama|Fantasy|Romance,Morgan Freeman,4.1
1459,Absolute Power (1997),Mystery|Thriller,"Martin Scorsese, Jack Nicholson",3.8
1460,That Darn Cat (1997),Children|Comedy|Mystery,"Emma Watson, Johnny Depp, Martin Scorsese",6.3
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,Jennifer Lawrence,5.5
1462,Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary,Jack Nicholson,4.6
1463,That Old Feeling (1997),Comedy|Romance,Leonardo DiCaprio,3.3
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,Johnny Depp,3.3
1465,Rosewood (1997),Action|Drama,Jack Nicholson,8.2
1466,Donnie Brasco (1997),Crime|Drama,Johnny Depp,6.8
1467,Salut cousin! (1996),Comedy|Drama,"Emma Watson, Denzel Washington",6.6
1468,Booty Call (1997),Comedy|Romance,"Angelina Jolie, Martin Scorsese",7.9
1470,Rhyme & Reason (1997),Documentary,"Johnny Depp, Meryl Streep, Denzel Washington",6.8
1471,Boys Life 2 (1997),Drama,"Tom Hanks, Tom Cruise",5.7
1472,City of Industry (1997),Crime|Thriller,"Clint Eastwood, Emma Watson",8.2
1473,Best Men (1997),Action|Comedy|Crime|Drama,Martin Scorsese,8.6
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,Jennifer Lawrence,5.9
1475,Kama Sutra: A Tale of Love (1996),Romance,Leonardo DiCaprio,3.6
1476,Private Parts (1997),Comedy|Drama,"Brad Pitt, Clint Eastwood",9.5
1477,Love Jones (1997),Romance,"Al Pacino, Christopher Nolan",3.4
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,"Jack Nicholson, Meryl Streep",3.2
1480,Smilla's Sense of Snow (1997),Drama|Thriller,"Audrey Hepburn, Denzel Washington, Christopher Nolan",9.8
1482,"Van, The (1996)",Comedy|Drama,"Meryl Streep, Al Pacino, Christopher Nolan",5.8
1483,Crash (1996),Drama|Thriller,"Brad Pitt, Robert De Niro",5.0
1484,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance,"Jennifer Lawrence, Al Pacino, Morgan Freeman",4.5
1485,Liar Liar (1997),Comedy,"Morgan Freeman, Clint Eastwood, Angelina Jolie",7.0
1486,"Quiet Room, The (1996)",Drama,Audrey Hepburn,4.1
1487,Selena (1997),Drama|Musical,Tom Hanks,8.7
1488,"Devil's Own, The (1997)",Action|Drama|Thriller,"Robert De Niro, Denzel Washington",3.0
1489,Cats Don't Dance (1997),Animation|Children|Musical,Martin Scorsese,8.3
1490,B*A*P*S (1997),Comedy,Audrey Hepburn,3.5
1493,Love and Other Catastrophes (1996),Romance,Steven Spielberg,3.8
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,"Denzel Washington, Leonardo DiCaprio, Jennifer Lawrence",8.7
1496,Anna Karenina (1997),Drama|Romance,Tom Cruise,5.8
1497,Double Team (1997),Action,"Al Pacino, Morgan Freeman",3.2
1498,Inventing the Abbotts (1997),Drama|Romance,Emma Watson,9.7
1499,Anaconda (1997),Action|Adventure|Thriller,"Scarlett Johansson, Morgan Freeman, Johnny Depp",4.9
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,Emma Watson,4.2
1501,Keys to Tulsa (1997),Crime,Clint Eastwood,10.0
1502,Kissed (1996),Drama|Romance,"Emma Watson, Tom Cruise",7.1
1503,8 Heads in a Duffel Bag (1997),Comedy,"Morgan Freeman, Denzel Washington",7.0
1504,Hollow Reed (1996),Drama,"Leonardo DiCaprio, Brad Pitt, Tom Hanks",9.1
1507,Paradise Road (1997),Drama|War,Tom Hanks,5.5
1508,Traveller (1997),Drama,"Angelina Jolie, Audrey Hepburn",8.5
1509,All Over Me (1997),Drama,"Clint Eastwood, Al Pacino",7.3
1510,"Brother's Kiss, A (1997)",Drama,"Scarlett Johansson, Jack Nicholson, Leonardo DiCaprio",5.9
1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",Comedy|Romance,Martin Scorsese,7.8
1513,Romy and Michele's High School Reunion (1997),Comedy,Tom Cruise,9.6
1514,Temptress Moon (Feng Yue) (1996),Romance,Brad Pitt,3.6
1515,Volcano (1997),Action|Drama|Thriller,Morgan Freeman,5.1
1516,Children of the Revolution (1996),Comedy,"Leonardo DiCaprio, Meryl Streep, Johnny Depp",9.8
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,Morgan Freeman,5.0
1518,Breakdown (1997),Action|Thriller,"Christopher Nolan, Clint Eastwood, Johnny Depp",4.4
1519,Broken English (1996),Drama,"Morgan Freeman, Denzel Washington, Tom Cruise",4.4
1520,Commandments (1997),Romance,Al Pacino,9.1
1522,Ripe (1996),Drama,Jack Nicholson,4.1
1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance,"Emma Watson, Morgan Freeman",9.9
1524,"Turning, The (1992)",Drama,"Angelina Jolie, Clint Eastwood",7.3
1525,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy,"Meryl Streep, Martin Scorsese",4.7
1526,Fathers' Day (1997),Comedy,Morgan Freeman,4.6
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,Steven Spielberg,7.8
1528,Intimate Relations (1996),Comedy,"Al Pacino, Scarlett Johansson, Morgan Freeman",4.4
1529,Nowhere (1997),Comedy|Drama,"Audrey Hepburn, Tom Cruise, Clint Eastwood",5.2
1531,Losing Chase (1996),Drama,"Angelina Jolie, Scarlett Johansson",3.1
1532,Sprung (1997),Comedy,Christopher Nolan,5.3
1533,"Promise, The (La promesse) (1996)",Drama,"Steven Spielberg, Scarlett Johansson",8.1
1534,"Bonheur, Le (1965)",Drama,"Scarlett Johansson, Robert De Niro, Morgan Freeman",8.9
